count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,0,3,2,  need to start mcbob because williams only shoot let him play with bird
3,0,2,1,1, everybody in dot moboredmickey factz when you battled clips he wore some ancient hong kong shit   different colored hitops
3,0,3,0,1, my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips
3,0,3,0,1, hoe meter went off
3,2,1,0,0, shit ill pay the premium to get away from these anything ass hoes
3,0,3,0,1, bitch
3,0,3,0,1,  swear to god log on later im posting the score on every social network you bitch ass nigga
3,0,3,0,1, nah he pussy he wont
3,1,2,0,1,  sup fat bitch
6,0,6,0,1, someone told me cuz some ppl like to use it as bitch some females dont like being calles female but meh shrugs
6,0,6,0,1, one sick bitch
3,0,0,3,2, the little girl tom sawyer gets trapped in the cave along with injun joe and almost die injun joe dies and they find his treasure
3,1,2,0,1,  we take your bitch then recieve head from your mom
3,0,2,1,1, fasho fasho  hurry ya ass up nicca
3,0,3,0,1,  wow i love how you called yourself a slut but no really you wouldnt ever cheat on a girl bitches are so dumb
3,0,3,0,1, thirsty hoes 
3,0,2,1,1, they got some cold white hoes in knoxville tho dont they right there on the strip boaaa
3,1,2,0,1, i called people kikes and a lot of fucks
6,0,6,0,1, thirsty hoe
3,0,3,0,1, you pussy
3,0,2,1,1, lol cracker
3,0,3,0,1,  no i like pussy why would i be ashamed of that
3,1,2,0,1, photoshop putting my head on fags is not proof
3,2,1,0,0, the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro
3,0,3,0,1, yeet we gotta do at least  and drop them bitches in like  month intervals or some shit
3,0,3,0,1,  im jus tryn figure out when all dem niccas was together like dat
3,0,3,0,1, finger my throbbing pussy flaps
3,0,3,0,1, bitch tryna get in for free promoting n shit lmaooo i see you in tha cut
3,0,3,0,1, eat bitch
3,0,3,0,1, meet up eat bitch
3,0,3,0,1, meet up so i can molly whoop yo bitch ass
3,1,2,0,1, naw nigga whats up with em hands what happened to the shit you was talking a couple a months ago eat bitch
3,0,3,0,1, katy and clear lake hoes
3,0,3,0,1,  how is he supposed to attract bitches in a tutu though 
3,0,3,0,1, you will and hes gonna get all dem bitches 
3,2,1,0,0, fags
3,0,3,0,1,   classic drunk carter texts never fail hey stfu im coming over oops im here come the fuck outside bitch
6,4,2,0,0, fag
3,0,3,0,1, how about you  me bitch
3,0,3,0,1, lol bitch im indian you op
6,0,6,0,1, well at least if youre going to do somthing you do it and dont bitch out even when its the wrong thing 
3,3,0,0,0, aw drake is do you sit in the corner and cry when you listen to him lmfao pussy dick rider how drakes cock taste faggot
6,2,4,0,1, cool cool fuck wit u too nicca
6,0,6,0,1, thirsty ass hoe go to sleep 
3,0,1,2,2, bro u trash at that zombies
3,0,3,0,1, what happened to going fishing bitch
3,0,3,0,1, if it continues i turn pussy lol
3,0,3,0,1, no hoe
3,0,3,0,1,  point a ppint an bitch 
3,0,3,0,1, bitch i died when i read that
3,0,3,0,1, bitch wea you going
3,0,3,0,1, lmfao bitch was i talking to you 
3,0,3,0,1, yess bitch messyyy
6,0,6,0,1, bitch so they cant hold a real nigga down fa long  bruh ask mama to pay this ticket fa me
6,0,6,0,1, you so fucking nasty you got held to the wrong pussy im telling  you bet not ever kiss me again im breaking up w u
3,0,0,3,2, skate  trash  skate  had goat dlc
3,0,3,0,1, ahh im too much of a bitch to live off campus i get lazy and wouldnt want to drive home 
3,3,0,0,0, your picture makes you look like a serious fag justsayin lol
3,0,3,0,1,  lol its possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe
3,0,3,0,1,  lol just think about it there is a right way amp a wrong way to love someone a hoe may just love you for what you got
3,0,3,0,1,  yalls are all little punk ass bitches doe
3,0,3,0,1,  tf do i look like delivery bitch or what ahaha
9,1,8,0,1,  he should i got tired of hearing how he can eat pussy  ways like damn 
3,0,0,3,2, ive tried i always hit altf and eat mega stuffed oreos because i cant figure out those programs lol
3,0,3,0,1, orr why thts my lor bae tho wyd why u fucking up hoe
3,0,2,1,1, look at what you just said lls new era girl bye kill bitches w kindness ampamp wht cousin
3,1,2,0,1, not what i said  i want a dj to mix the track regardless for their own use  the video gon be dumb retarded with the reg versi
3,0,2,1,1, aint nobody got no time fo dat ghetto black lady voice
3,0,3,0,1,  thats why we had  regular season losses you are retarded
3,0,3,0,1,  fuck all you hoes lol
3,0,3,0,1, its swag bitch aha
3,2,1,0,0, faggots old people people who cant drive drunk people
3,2,1,0,0, fuck brett farve redneck ass he stuckup he dont give a damn lol he be on campus acting like he the shit
3,2,1,0,0, youll make the team them niggas trash lol
3,0,3,0,1,  not even sure bro im ignoring these hurt bitches tonightlol
3,0,3,0,1,  its a song ion kno y he referred to his future wife as a bitch
3,0,3,0,1, bitches love some alex from target 
3,0,0,3,2, somebody looks like the die on the first tubes on flappy bird lol
3,1,2,0,1,  back off ya queer bag
3,0,3,0,1, i gotta find them i know cali got them hoes
3,0,3,0,1, lmaooo boy thought he ws all type of right spelling that hoe
3,0,3,0,1, the bird gone run from your ass
3,0,0,3,2, tracy morgan is a sad comparison come on try again dwight howard is the most accurate stupid monkey
3,1,2,0,1,  niggah im not yo lil bro the fuck
3,0,3,0,1, what niggah
3,0,3,0,1," 
im colored aint supposed to be no good influence"
3,0,3,0,1," 
me bitch"
3,0,3,0,1, theeepp thats my bitch
3,0,0,3,2, derrrrrrr st of all her songs are actually good compared to the other trash  shes such a showman omg
3,0,3,0,1, that hoe over that
3,0,3,0,1,  stfu with that what im gonna do and just fuck oh pussy ads nigga
3,1,2,0,1,   am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
3,0,3,0,1,   i said i was from where stop putting words in my mouth thats something a bitch would do
3,0,3,0,1, i dont got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here
3,0,3,0,1,    who ok rightwing teabaggers gun nuts like harris hell even fucking cops
3,0,3,0,1, nigger
3,0,3,0,1, miss you bitch
3,1,2,0,1, jenny says youre an evil bitch
3,2,1,0,0, fags
3,0,3,0,1, i kinda figured a lil bit when u said bitch u cute
3,0,2,1,1, dying oh bitch exit my mentions her last era was huge  album  tour golden globe cont 
3,0,3,0,1, bitch all these thick bitches with they ass out on tv  do what you want
3,0,3,0,1, he needs to date a grandma  im too turnt up for his lil pussy ass bro and i called him lil baby names like lame amp dork
3,0,3,0,1, is the realest bitch out here rt
3,0,3,0,1, dont send me those boxes we droided up on da mile my nigga got da dro droid na drum fo a pussy boy yeer me
3,0,3,0,1, get the loredo steak out dat bitch if u ballin
3,0,3,0,1, nigga stop hatin bitches be feelin coolio b n two if u think dem bitch made niggas got yo back u smokin big worm shit
3,0,3,0,1, pussy
3,0,3,0,1,  hoe yu erbody bitch 
3,0,3,0,1, go to sleep niggah lol
3,0,3,0,1, lol chill pussy
3,1,2,0,1, long story lol but ive missed you faggot
3,0,2,1,1,  lmao  hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuations 
3,2,1,0,0,  i dont have any problems with zak but you seem like a faggot 
3,0,0,3,2, saves you a brownie
3,0,3,0,1, dont tell the dumb hoes that
3,0,3,0,1,  i am absolutely speechlessthat bitch is crazy
3,0,3,0,1,   im lmao fa real cuz i really saw her throw dat bitch in a circle lol
3,0,3,0,1, bitch im gretchen weiners i do what i want
3,0,3,0,1, wyd fag
3,1,2,0,1,  bitch
3,2,1,0,0,  hes a faggot
3,1,2,0,1, nigger hello
3,2,1,0,0,    thats true idk why your even in this convo you dumb nigger attention whore
3,0,3,0,1,  i can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch
3,2,1,0,0,  lmao you stupid nigger
3,0,3,0,1, yuhh im finna hit that hoe 
3,0,3,0,1, how many times did you listen to that pussy song today
3,0,3,0,1, some hoe shit
3,0,2,1,1, you must have sent a bird call because i didnt get shit
3,2,1,0,0, hell naw fuck them bitches serves them right
3,0,3,0,1, really thou im looking like hulk hogan in this bitch
3,0,3,0,1, but then they said oh nah ur not but dude im getting to be a heartless bitch have you not met me
3,0,3,0,1, bitch u know what i mean spell champ these nuts
3,2,1,0,0, yea i forgot i was talkin to a degenerate faggot
3,0,3,0,1, your daughter can date this little fag bag   
6,0,6,0,1, that hoe cant cook
3,0,3,0,1, bitch stop hating on such an immaculate suit
3,0,2,1,1, my birthday hath already passed with little to no fanfare so enjoy your day and be blessed bitch
3,0,3,0,1, you a real bitch for that
3,0,3,0,1, you better and ima let that bitch slide right now just be on standby 
3,0,3,0,1, pussy
3,0,3,0,1, take like tamu bitches jumped to  after beating sc which aint that good  
3,0,3,0,1, lol my bro said it about a bitch but it can be about u
3,2,1,0,0, faggot
3,0,3,0,1, i need  of the bitches
3,0,3,0,1, ik you were pussy
3,0,3,0,1, okaaaaay bitch never do we care  edges still laid 
4,3,1,0,0, youre a faggot
6,2,3,1,1, im askin you negro lol
3,0,3,0,1, no i dont cry im not a bitch i was just pissed because the cop was trying to charge me with a hole bunch of bullshit p
3,2,1,0,0, hey fag i lt you
3,0,3,0,1, pussy
3,0,3,0,1, lmfaoooo yooo i lost my elevator pass  now i cant even share it bitch wants me to go get another one even tho she knows me
3,0,3,0,1, same like bitch its the struggles to use the stairs let ppl get on 
3,2,1,0,0,   man bitch am not gonna do a damn thang if u dont like what i got to say then unfollow me
3,1,2,0,1,  ask your boy jason keiffer is he still tryna to get his one on one and y he block me pussy boy
3,0,3,0,1, sorry i eat pussy
3,0,3,0,1, fuck bitches get money
3,0,0,3,2, i know so what samklef said wasnt a lie man this guy think is a beast in naija pop his music is trash not the wizkid of before
3,0,3,0,1, jk i would be a bitch if i got them done 
3,3,0,0,0, nope not at all but im stuck in a house full of fucking niggers help me escape 
3,1,2,0,1, only when ur around me  gotta keep dat scent to keep filthy niggers away
3,0,3,0,1,  or you know you could just go drink bleach bitch
3,0,3,0,1, haha my nigga coco  i cant wait to fuckkk like a hunna hoes this summer haha jk
3,0,3,0,1, rt me to wey i went to the job interview high then a bitch straight stanking like dank haha eyes red then a hoe
3,0,3,0,1,  bitch dont talk at me like that bro
3,0,0,3,2, boys still got birds in the cage lol
3,0,3,0,1, send that hoe 
3,0,3,0,1, he been taking them hoe lol
3,2,1,0,0,    shut up nigger
3,1,2,0,1, lol whatever were fags
3,0,3,0,1, he ate my pussy i could
3,0,3,0,1, i just saw a bad bitch on here from mf switzerland and feel in love
3,0,3,0,1, hoe 
3,0,3,0,1, i meant bitch i am scum
3,1,2,0,1, do you bitch boy
6,0,6,0,1, no bitch w my dick
3,0,3,0,1,  that bitch
3,1,2,0,1, nice hoodie faggot
3,2,1,0,0, status report making a pit stop in canada to rape bitches
3,0,3,0,1, he liked that hoe
3,0,3,0,1, what that hoe was like
3,0,3,0,1, dont be a bitch get two
3,0,3,0,1, haha yolo did ya hit that hoe
3,0,3,0,1, man bring yo bitch ass here ion give a dam bout yo mf attitude
3,0,3,0,1, u better sit yo ass in that bitch til 
3,0,0,3,2, yellow rice black beans and pork chop sis
3,0,0,3,2,  not scanger
3,1,2,0,1,   after you spread that filth of urs to that white dog he amp the good ol boys were ltao on fuckin a monkey
3,1,2,0,1,   u  lost puppies dont know shit leave them niggers alone u can learn something besides how they like
3,0,3,0,1,    let one of them dingy real nigger dogs catch it miss torah dont want that thot shit
4,0,4,0,1, bitch get that job first
3,0,3,0,1, bitch just be looking for my shit
3,0,3,0,1, bitch
3,0,3,0,1, boy i was clean in them bitches
3,1,2,0,1, only if its funny tweets about ashy niggers
3,0,3,0,1, bitch im mad at you for slapping me 
3,0,3,0,1, bitches will great valuable pussy always make you use protection too many nasty dick niggas out here
3,1,2,0,1, some niggas didnt desrve to have that bitch in the first place
3,0,3,0,1, yes love to make em masturbate to my voice bitches love southern accents
3,0,3,0,1, life aint shit but bitches and money i passed that weed like i studied
3,0,3,0,1, its trash ik just wanted to fuck with dorsey
3,0,3,0,1,s pussy 
3,0,3,0,1, lets fuck hawt bitches at foam and glow
3,2,0,1,0,  woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot
3,2,1,0,0, nigger
3,0,3,0,1, i am hurt imnot in it wtf fuck danielle that bitch
3,0,3,0,1,  bitch get punched tf out lol
3,0,3,0,1,  bitch u got me fuckked up
3,0,3,0,1, bitch take dat shit down imediatly
4,0,4,0,1, bitch u forcin it talkin about my family and shit watch out
3,0,3,0,1, bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didnt think ik did u
3,0,3,0,1, correction bitch yo illiterate ass wanna eat my pussy and i got some center street boys dat u can suck up nun major
3,0,3,0,1, naw fuck u bitch and go suck up cartier
3,0,3,0,1, ok bitch damn i will im not even tierd my phone just dying
3,0,3,0,1, haha that hoe go hard rt
3,0,3,0,1, the bitch in the purple shorts and aqua beats
3,0,3,0,1, happy birthday bad bitch
3,0,3,0,1, i knowww righttt i dont even know how to use this shit how i update my status on this hoe
3,1,2,0,1, im  n i hate elissa a fake ass cunt
3,2,1,0,0, oh shut your mouth i was talkin about the morning you fag
3,0,3,0,1, no thats fucking retarded are you drinking tonight or not
3,0,3,0,1, i just whooped your ass why you turnin pussy
3,0,3,0,1, haha you were that bitch on our team 
3,0,3,0,1,   fuck a raptor have fun with that when the tranny fails on you after k miles
3,0,1,2,2, comes from a guy whose sole qualification to be cm is being the lucky sperm 
3,0,3,0,1, unless bitch is a word for awesome they are wrong
3,1,2,0,1, im actually with my boys right now your dorky ass is with your mom amp dad watching streit make you his bitch
3,0,0,3,2, houston was top five in ahl attendance while aeros were here the transplanted snow bird would love a team
3,0,3,0,1, man fuck this bitch 
3,0,3,0,1, right  okay bitch
3,0,3,0,1, is little bitch an emotion cuz im feeling it
3,1,2,0,1,  we do not want you here either suck my pigs arse you muzzie biotch get the phuck out and go back to your hellhole life
3,0,3,0,1, i was like this bitch better chill oh hey maria
3,0,3,0,1, shit i wish it was socially acceptable for me to beat some of these bitches asses lmao
6,0,6,0,1,"     in alaska
nothing going on nothing to do nothing to bitch about few laws"
3,0,1,2,2, obispo ho well do it big
3,0,3,0,1, you already know mane since th grade ive been killin hoes
3,1,2,0,1, never happen too much republican redneck oil money sad butt true corruptamerica
3,0,2,1,1,   nope its a term used to mock teabagger scum like all three of you better luck next time pal
3,0,0,3,2,  in with the go to air out with the bad air and wheres my next brownie
3,0,3,0,1, bitch probably deserved it lol
3,0,3,0,1,     fellow anarchists quit being vaginas p like jr high up in this bitch
3,1,2,0,1, small man syndrome usually deep down theyre huge pussies so they join the authority to compensate their weak ego
3,0,3,0,1, pussy
3,0,3,0,1, why are you laughing  thats you hoe 
3,0,0,3,2, check cashing on the corner of el cajon and calwood its across the steer for pollo loco
3,2,1,0,0, naw dude i wish theyre white trash
3,1,2,0,1, wat a faggot
3,0,3,0,1, more than you run pussy
3,0,2,1,1, thought to myself sheebasheeba got my ass lookin like a zebra
3,0,3,0,1, ya damn right nigglet d
3,2,1,0,0, leave dyke
3,0,3,0,1, stfu youre a pussy sit your ass down with all that noise
3,1,2,0,1, death to attention hoes
3,0,0,3,2,    ill give you a tip beware of the ugly birds who hide behind massive lensed sunnies
3,0,3,0,1, wow your like  years late bitch
3,0,3,0,1, pussy
6,1,5,0,1, yo fag rojas
3,0,3,0,1,  sitting here talking about what u would do or gonna do thats something my bitch does
3,0,3,0,1, bitch what
3,0,3,0,1, idk  i went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and
6,0,5,1,1, thats wassup how u got bitches sending you booty pics tho lol
3,0,3,0,1, make yo bitch open her legs
3,1,2,0,1, tweet but dont text back ok fag
3,0,1,2,2, how all of the qbs we had before this season were trash they brought in a veteran so they could have someone to play
3,1,2,0,1, literally retarded you were dropped on your head
3,2,1,0,0, you say waste a draft pick on manziel when we have mallet thats why im telling you to delete your account youre retarded
3,1,2,0,1, i was a fag back then
3,0,0,3,2, probably yeah by most accounts he has the personality to handle it though and he can wear a yellow suit if he puts up points
3,0,3,0,1, hung with all dudes and wasnt fuckin no bitches so 
3,1,2,0,1, fuck all cops and fuck you too tarah bitch your elongated nose is shaped like a horses dick 
3,0,3,0,1, cry about it you still cant even talk to me even though im supposedly the shady bitch that wont confront you lol
3,2,1,0,0, faggot
3,2,1,0,0, i can give you some of my clothes so you can look like a cute dyke
3,2,1,0,0, chink eyed 
3,0,3,0,1, trueee but i cant wait til the day a bitch try me
3,0,2,1,1, and because it sounds like there is no prenup hes gonna cash in not her he apparently has ghetto credit magine that
3,1,2,0,1,  christian keep laughing and me and him will fuck u up instead pussy bitch
3,1,2,0,1, he was  not  amp he tried to beat up a much weaker creepy ass cracker that is why he is dead if zimmerman was a woman
3,1,2,0,1,  funny to read retard liberal tweets but anand u didnt delete salwar tweet anyway say hi to digvijaysingh
3,0,0,3,2, im so sick of self serving politicians standing by while bo trashes america wearerepublicnotregime impeachobama
3,0,3,0,1,  yes sorry grant im a bitch so im going to ignore you like most libtards ignore the majority voice
3,0,3,0,1,  im still gonna smack the fuck out them they trying to act hard over twitter haha pussy ass niggas
3,0,3,0,1, only reason i wouldnt give it up is i ahve a fucking catalog on this bitch arcade games were fire
3,0,3,0,1,  yall aint gon get a stitch of pussy
3,0,3,0,1, oh yea alo aka mr bitches lmao
3,0,3,0,1, lol now all ya need is sum beacg bod abs pussy boy
3,1,2,0,1, get off my twitter fag
3,0,3,0,1, ugly white bitch
6,0,0,6,2,"   
i agree  no naturalized citizenship no anchor baby amnesty all go to parents country of origin"
3,0,3,0,1, gotta keep fighting bro thea hoes just trying to bring me down thestrugle
3,2,1,0,0, may i jump in u ballless dickwad as a conservative feminist disabled vet bitch i wish u luck with a capital f 
3,0,3,0,1,  its okay ill get bitches on this dick anyway but thanks for the tip
3,1,2,0,1,   i dont give a flying fuck what you think about my tweets worthless teabagger scum
3,0,1,2,2, its mutual my lil yellow bone
3,0,0,3,2, thats why youz a yellow bone 
3,0,3,0,1, cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i
3,0,3,0,1, smh iont understand it but fuck it more hoes for me 
3,1,2,0,1, fuck em if they cant take a joke liberal pussies only think jokes about sarah palin amp daughters are funny
3,1,2,0,1, absolutely agree with that statement its just so amusing how angry it makes all these teabagger scumbags that alone is worth it
3,0,3,0,1, no not tonight youre gonna hoe tomorrow
3,1,2,0,1,  bitches 
3,2,1,0,0, happy birthday queer
3,0,0,3,2, colored contacts
3,0,3,0,1, lmaoooo im calling her a hoe and im mad shutcho uglass up
3,0,3,0,1, sick bitch
3,0,0,3,2, if im trash ur trash since we baes now
3,0,3,0,1, alright bitch i hope someone deletes your life suck  dicks and get hit by  buses
3,0,1,2,2, nah i replied to you like i did to literally everyone else who called it trash go and check if you dont believe me
3,2,1,0,0, oh no they drafted that gay ass that come out on tv well u welcome to redskins nation no queers just a lot of niggers
3,3,0,0,0, pats owner is a kike
3,3,0,0,0, with pills that nig will last  years like magic j that nig should hav died years ago yall the first team to draft gay
3,0,2,1,1, such a hoe
3,0,3,0,1,    yea spell check is a bitch lets stay on topic
3,1,2,0,1,  lol that hasnt worked well for black folks in the past they better bring a few crackers with um
6,4,2,0,0, your  and  nigga them hoes suck wayans brothers are not funny at all jamie foxx should be number 
4,0,1,3,2, el negro
3,1,2,0,1, yeah way to block me fag your scared you go and hit girls how tough does that make you tough enough to know id beat
3,3,0,0,0, your a fucking queer faggot bitch
3,0,3,0,1,    bitch thats wtf i just said and its not christopher its chris mf
3,0,0,3,2, are you a pig or are you a bird
3,1,2,0,1, just beat the pussy up
3,0,3,0,1, go to sleep bitch
3,0,3,0,1, lmao you wish bitch
3,0,1,2,2, just ate a wees brownie and is seeing random cats
3,0,3,0,1, lmao they know who the kitty master is  dont hate bitch
3,0,0,3,2, lets just say hellen keller makes better brownies
3,0,3,0,1,  salute a bad bitch
3,0,3,0,1,  wtf you bitches seen this without me
3,0,3,0,1, cum thru bitch
3,1,2,0,1, fuck off bitch
3,0,3,0,1, fuck you bitch
3,0,2,1,1, wanted me to let everyone know he downloaded the whole acoustic justin bieber album fag
3,0,3,0,1, whats good pussy
3,0,3,0,1, you lying bitch
3,0,3,0,1, my niggah
3,0,3,0,1, ununnnn what plans text me niggah
3,0,3,0,1, yassss bitch
3,0,3,0,1, spitted sprite on you niggah with yo smart ass mouth you deserved it amp well stfu lol
3,0,3,0,1,  both you boys need some pussy damn
4,1,3,0,1,    still blaming bush fucking retard
3,2,1,0,0,"  
here ya go wetback eat this "
3,1,2,0,1, thats lil nig 
3,0,3,0,1,   youre a lying sack of shit because i know you love me lesbian jk jkbridgeturstraight fag
3,0,3,0,1, lol fag
3,2,1,0,0, ur pal  threat apostate kufargti cld cut ur neck wsword of islam ampwatch u squeal like a bitch like daniel pearl
3,0,0,3,2, youre the sole reason i come to that chipotle incase you didnt know keep up the good work babe
3,0,0,3,2, cowboy killers
3,0,0,3,2, trash
3,0,3,0,1, nah its just clowney being a bitch nigga
3,0,3,0,1, lol its a crew not actual hoes
3,0,3,0,1, when you get famous im buyin yo art so me and my bitch can have dat shit all in da crib
3,0,3,0,1,   kenna stfu quit bein a bitch i was tellin robby to stop god
3,0,3,0,1,   dont be a bitch then
3,0,3,0,1,  how original you faggots
3,0,3,0,1, bitch dont reply
3,0,3,0,1, yes every guy is a bitch todaylolsmh
3,0,2,1,1, is gonna find himself a redneck girl one of these days 
3,0,3,0,1,  faggot
3,0,0,3,2, today was talk like a pirate day and absolutely nobody knew id been doing a charlie morton impersonation all day
3,2,0,1,0, but thats what you call white trash with money
3,2,1,0,0, no ud still be a fag if i was lolz
3,2,1,0,0, ur a fag
3,0,3,0,1, just more teabagger babel these are the same fucks that masturbated to   they just hate it when gays r successful
3,0,2,1,1, they always put gingers in red yellow or leopard print
3,0,2,1,1, omg ur finally losing ur patience cause ur a hoe i love it  cant stop laughing
3,0,0,3,2, no steak here either no hurry on brownies just that picture u posted made me all but drool on my phone 
3,0,3,0,1, thats white woman pussy
3,0,3,0,1, positive thoughts nig nog 
3,1,2,0,1, lmao dog just type them out and let them faggots try to decipher it
3,1,0,2,2, oh state just enjoy your trailer trash and your sub par sports
3,0,3,0,1, please be a little depressed bitch the entire time
3,0,3,0,1, them hoes look good
3,0,3,0,1,  i havent seen that hoe
3,0,3,0,1, yea tj in this hoe dunking everything tk hitting shots and juelz handling the bitch
3,0,2,1,1, geminis rule hoe 
3,0,2,1,1,  atf is in charge of prosecuting cases and the teabagger republicans wont confirm a director to lead the agency
3,0,1,2,2, since  will be a hoser hi
3,0,1,2,2, hope shes larger than a bird
3,0,3,0,1, bitch dont kill my vibe
3,0,3,0,1, yeah cum itch my slit baby cakes
3,2,1,0,0, youre a fucking nigger
3,0,3,0,1, hbic head bitch in charge lol
3,2,1,0,0, like the new avi my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one
3,0,3,0,1, youre a bitch ihy
3,0,0,3,2,  cookies sound wonderful
3,0,3,0,1, this is why i follow and love you bill i may bitch at you but ill never quit you
3,0,0,3,2, how long after the name change will al memorabilia wredskins name be deemed racist and therby illegal
3,0,0,3,2, lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer
3,0,3,0,1, im coming for you bitch boy 
3,0,2,1,1, in your dreams little leprechaun hemroid
3,0,1,2,2, you mean trash
3,0,3,0,1, bitches naked
3,2,1,0,0, we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish
3,0,0,3,2,  lmaooooo epic bird wins
3,0,3,0,1,  was about to fly to portugal amp open a can of whoopass since they started to zoom out during still run this bitch
3,1,2,0,1, wow what a faggot
3,0,3,0,1,  nah bitch u addicted to spazzin fasho fuc molly tht shit happend  time and lean scarce so stfu hoe ass go spazz on sum thot
3,0,3,0,1,  since day  u remember tha bitches in alabama lmfaoo big
3,1,2,0,1,  how u kno im talkin bout you bitch lmfao
3,2,1,0,0, haha bitch ima draw a webb in bullets round yo fuggin forehead beamthat bitch i know where you reside
3,2,1,0,0, nah she said you a fag
3,0,3,0,1, u smokin that  bitch
3,0,3,0,1, yea cuh a bitch fuc donald sterling  cuhz pimpin tho
3,0,3,0,1, dm me your number hoe
3,0,3,0,1, it worked bitch
3,0,0,3,2,    this charlie z really does need mental help check this out 
3,0,3,0,1, danny will be in deep deep water at  too many badass sons of bitches up there
3,0,3,0,1, nobody is ever gonna take this ass clown serious again what a lil bitch
3,0,3,0,1, dont say shit like that lil nig  or ill give you a  stamp
3,0,0,3,2, the only boards i still have from them are just the tie dye ones monkey edition black and silver  and the newest ones
3,0,3,0,1, them aint the bitches im talkin bout  aint no jungle fever over there lol
3,0,3,0,1, bitch nigga dont get all but hurt
3,0,3,0,1,  ayee ayee its my snow niqqa ampamp its for my bitches to slide to my crib
3,0,3,0,1,  i got them bitches snowboarding to me 
3,0,3,0,1,  ahah chill my bitch look better 
3,0,3,0,1,  sorry dyslexia is a bitch
3,0,0,3,2, oh my phone is some trash but you knew that
3,0,3,0,1, i  you bitch
3,0,3,0,1, god doesnt send retards to hell
3,0,3,0,1, pussy
3,0,3,0,1, you a drunk bitch
3,0,0,3,2, took uber yesterday advertised as  lt ny taxis but was actually a yellow taxi at same price uber
3,0,3,0,1, bout time bitch
3,0,3,0,1, not that it matters but im proud of ur little ass im n old southern bitch hang n there baby
3,0,0,3,2,  im a wexican
3,0,3,0,1, dont blame me hoe im innocent 
3,0,0,3,2, a music suggestion is lil spook
3,0,3,0,1, yo bitch stay lookin like a clown
3,0,3,0,1,  people gotta bitch about something
3,0,3,0,1,    all of yall stfu your all pussies and wont do shit
3,0,3,0,1, thirsty hoes 
3,2,1,0,0, this nigga  know damn well you a coon
3,1,2,0,1, dyke ron
3,0,3,0,1, the dude took off running like a bitch
3,1,2,0,1,  the nig ok youre the big time shit talker on twitter no name no face no info
3,0,0,3,2, i heard green tea makes you lose weight and imma coon so that explains the watermelon
3,0,3,0,1, just facetime doms bitch ass
3,0,0,3,2,  bumcia is trash smfh i wouldve thought he would have gone after khan but what you said makes sense
3,0,1,2,2, im guessing so the players are talking trash
3,1,2,0,1, fuck yes we are  triple xp nigguh
3,0,3,0,1, im not sure im a broke nig 
3,0,1,2,2, were laying rock around our lake youre welcome to join a redneck workout muscles 
3,1,2,0,1, cause youre a damn border bunny you forget already
3,0,3,0,1, might havti give you a visit this cunt isnt going to have a family when im done
3,0,3,0,1,   it aint retarded hes my cousin lmao
3,2,1,0,0,  she spelled faggots with an e youre so cool lol
3,0,3,0,1,   bitch shut the fuck and follow what u say nigga
3,0,3,0,1,  are u fucking still talking bitch i wanna see that i dont give a fuck about your ugly ass girlfriend son
3,1,2,0,1,  bitch and the fuck u wanna do about then nigga stfu talking and do something
3,0,0,3,2, thats a cute and fuzzy onehehehe 
3,0,0,3,2,  charcoal s are preowned no sole wear or scuffs size  cherry s ds size 
3,0,1,2,2, trash
3,1,2,0,1, just texted yea queer bait 
3,0,0,3,2, those were bumblebees
3,0,1,2,2, not if youre standing in btw the yellow lines
3,0,3,0,1,   chill your dad gets more bitches at school than you do griff
3,0,3,0,1, do it pussy
6,0,6,0,1, i have small pussy size plugs
3,0,0,3,2, what is that monkey doing to those poor bottles
3,3,0,0,0,  u guys are fags
3,0,3,0,1, cause everyone just loves yo bitch ass rite yea sure
3,0,2,1,1, fuck the yankees
3,0,3,0,1, as u should thats jus a clutch ass spot bitch we in there for the turn up 
3,0,3,0,1, bitch yessssssss omg i jus saw one of em yesterday im in disbelief i rode by like oh thats court bro now im lost
3,0,3,0,1, black girls are so funny why cant you talk literate its pathetic dick riding die hard fan rofl you disgust me retard
3,0,3,0,1, bye ugly hoe please do something about that nasty horse hair weave
6,0,6,0,1,  real serious in ct bunch of whiney cunts
3,0,3,0,1, and they bitch cause police showed in forcethey were the only thing preventing them from getting turned in road kill ishutdown
3,0,1,2,2,  crystal probably only person in world interested in my poor black hillbillyjamaicapoor white hillbillywv idea
3,0,3,0,1, sounds like you bout to smack a hoe
